Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
371-U1507B-41R-7-A,0.0,93.0,747.77,748.7,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter and darker greenish grey is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Bioturbations observed are planolites, zoophycos, and scolitos.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,41,R,7,A,,,
371-U1507B-41R-8-A,0.0,65.0,748.7,749.35,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter and darker greenish grey is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Bioturbations observed are planolites, zoophycos, and scolitos.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,41,R,8,A,,,
371-U1507B-41R-CC-A,0.0,60.0,749.35,749.95,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter and darker greenish grey is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Bioturbations observed are planolites, zoophycos, and scolitos.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,41,R,CC,A,,,
371-U1507B-42R-1-A,0.0,146.0,749.4,750.86,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,42,R,1,A,,,
371-U1507B-42R-2-A,0.0,119.0,750.86,752.05,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,42,R,2,A,,,
371-U1507B-42R-3-A,0.0,152.0,752.05,753.57,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,42,R,3,A,,,
371-U1507B-42R-4-A,0.0,119.0,753.57,754.76,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,42,R,4,A,,,
371-U1507B-42R-5-A,0.0,134.0,754.76,756.1,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,42,R,5,A,,,
371-U1507B-42R-6-A,0.0,107.0,756.1,757.17,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,42,R,6,A,,,
371-U1507B-42R-CC-A,0.0,0.0,757.17,757.17,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,42,R,CC,A,,,
371-U1507B-43R-1-A,0.0,146.0,759.0,760.46,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,43,R,1,A,,,
371-U1507B-43R-2-A,0.0,150.0,760.46,761.96,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,43,R,2,A,,,
371-U1507B-43R-3-A,0.0,63.0,761.96,762.59,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,43,R,3,A,,,
371-U1507B-44R-1-A,0.0,150.0,768.6,770.1,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,44,R,1,A,,,
371-U1507B-44R-2-A,0.0,150.0,770.1,771.6,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,44,R,2,A,,,
371-U1507B-44R-3-A,0.0,151.0,771.6,773.11,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,44,R,3,A,,,
371-U1507B-44R-4-A,0.0,119.0,773.11,774.3,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,44,R,4,A,,,
371-U1507B-44R-5-A,0.0,140.0,774.3,775.7,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,44,R,5,A,,,
371-U1507B-44R-6-A,0.0,116.0,775.7,776.86,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,44,R,6,A,,,
371-U1507B-44R-7-A,0.0,75.0,776.86,777.61,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,44,R,7,A,,,
371-U1507B-45R-1-A,0.0,152.0,778.2,779.72,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,45,R,1,A,,,
371-U1507B-45R-2-A,0.0,143.0,779.72,781.15,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,45,R,2,A,,,
371-U1507B-45R-3-A,0.0,147.0,781.15,782.62,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,45,R,3,A,,,
371-U1507B-45R-4-A,0.0,142.0,782.62,784.04,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,45,R,4,A,,,
371-U1507B-45R-5-A,0.0,131.0,784.04,785.35,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),color banding,parallel stratification [BJ80],,,,clay [W22_1],1.0,,,moderate [B06],3.0,"Color banding between lighter (light greenish grey, GLEY 1 8/5GY) and darker (light greenish grey, GLEY1 7/5GY) is apparent on cm-scale, but also appears grouped in clusters that repeat at ~several decimeter scale. Within the darker intervals are thin laminae of greyish green (GLEY1 5/5G) and very thin light grey (GLEY 1 7/N) beds. Darker and browner blebs appear to be pyrite.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1507,B,45,R,5,A,,,
